Keyword,Job Title,Company,Date Posted,Salary,Experience,Skills,Description
Financial Analyst,Senior FP&A Analyst,"Careem, Karachi , Pakistan","Aug 25, 2025",,2 Years,"Corporate Finance, Financial Modeling, Microsoft Dynamics, Communication Skills, Analytical Skills, Business Analytics, FINANCIAL PLANNING & ANALYSIS (FP&A), Excel, ERP Software, Attention to Detail, Oracle, Data synthesis, Stakeholder orientation, ERP or FP&A software (Oracle, Microsoft Dynamics - advantageous)","Careem is on a mission to transform daily life across the greater Middle East through its Everything App, simplifying transportation, food a.."
Financial Analyst,Senior FP&A Analyst,"Careem, Karachi , Pakistan","Sep 03, 2025",,2 Years,"Corporate Finance, Financial Modeling, Microsoft Dynamics, Business Acumen, Communication Skills, Analytical Skills, Business Analytics, FINANCIAL PLANNING & ANALYSIS (FP&A), Excel, Collaborative Mindset, ERP Software, Attention to Detail, Oracle, Stakeholder orientation, Handling large data sets, ERP/FP&A software (Oracle or Microsoft Dynamics)","Careem is dedicated to building the Everything App for the greater Middle East, aiming to simplify how people move, order food and groceries.."
Graphic Designer,,,,,,,
Graphic Designer,,,,,,,
Graphic Designer,,,,,,,
Graphic Designer,,,,,,,
Graphic Designer,,,,,,,
Graphic Designer,Graphic Designer,"Blackloom Studios, All Cities , Pakistan","Sep 03, 2025",,2 Years,"Graphic Design, Motivated, Creative",We are seeking a creative and motivated Graphic Designer to manage a variety of personal projects in a fully remote capacity. This role is i..
Graphic Designer,Graphic Designer / Video Editor,"Estate 166, Islamabad , Pakistan","Sep 03, 2025",20K - 30K,2 Years,,"We're seeking a talented and versatile Graphic Designer and Video Editor to join our team.In this role, you'll be responsible for creating c.."
Graphic Designer,Graphic Designer,"Leaders Sports, Sialkot , Pakistan","Sep 03, 2025",25K - 35K,Fresh,,We are looking for the services of Graphic DesignerRelevant candidates are encouraged to apply.
Graphic Designer,Graphic Designer,"PunjabOptics, Lahore , Pakistan","Aug 28, 2025",25K - 50K,2 Years,"Marketing Skills, Communication Skills, Motion Graphic Designs","We’re looking for passionate, driven, and talented individuals to join us as Graphic designerWhy Join Us?A collaborative and supportive work.."
Graphic Designer,Graphic Designer,"RSF Soft, Lahore , Pakistan","Sep 02, 2025",,3 Years,"Graphics Command, Info Graphics, 2D Graphics",We are seeking a talented and experienced Graphic Designer who excels at creating visually appealing graphics and has hands-on experience wi..
Graphic Designer,Graphic Designer,"Leaders Sports, Sialkot , Pakistan","Sep 04, 2025",,Fresh,"Coral Draw, Adobe Photoshop, Adobe Illustrator",We are looking for the services of a Graphic DesignerRelevant candidates are encouraged to apply.
Graphic Designer,Graphic Designer,"Chameleon Brands Logo, Faisalabad , Pakistan","Sep 03, 2025",,2 Years,"Graphic Design, Logo Design, Collaboration, Typography, Branding Materials, Visual Consistency, Project deadline management","Chameleon Brands, based in Bangalore, Karnataka, is a consumer services company specializing in innovative branding solutions. Our expert te.."
Graphic Designer,Graphic Designer,"AP Traders Pvt Ltd, Rawalpindi , Pakistan","Sep 02, 2025",,2 Years,"Adobe Photoshop, MS Office, Canva",We are looking for the services of a Graphic DesignerRelevant candidates are encouraged to apply.
Graphic Designer,Graphic Designer - Intern,"The iBOS, Karachi , Pakistan","Aug 29, 2025",20K - 20K,Fresh,"Adobe After Effects, Video Animation, Graphics Command","𝗞𝗲𝘆 𝗥𝗲𝘀𝗽𝗼𝗻𝘀𝗶𝗯𝗶𝗹𝗶𝘁𝗶𝗲𝘀:Create graphics, logos, and branding materialsDesign social media posts and marketing contentCollaborate with the team .."
Graphic Designer,Graphic Designer - Vehicle Wraps,"Horizon Tech, Karachi , Pakistan","Aug 30, 2025",100K - 150K,2 Years,"Vehicle Wraps, Adobe Illustrator, Vehicle Designs",We are looking for a highly creative and detail-oriented Graphic Designer with specialized experience in vehicle wrap design. This part-time..
Graphic Designer,Graphic Designer,"S&R Enterprise, Lahore , Pakistan","Aug 30, 2025",40K - 60K,4 Years,"Marketing Strategies, Image Editing, 2D Graphics",We are looking for a creative and detail-oriented Graphic Designer to join our team. The ideal candidate will have a strong portfolio demons..
Graphic Designer,Graphic Designer,"RSF Soft, Lahore , Pakistan","Aug 27, 2025",,3 Years,"Graphics Command, Info Graphics, 2D Graphics",We are seeking a talented and experienced Graphic Designer who excels at creating visually appealing graphics and has hands-on experience wi..
Graphic Designer,Graphic Designer,"Hex Business, Multan , Pakistan","Aug 29, 2025",,2 Years,"Graphic Design, Logo Design, Brand Development, Visual Design, Marketing Collateral, Website Design",Hex Business Solutions is a dynamic company dedicated to enhancing business operations and strengthening online presence through a wide rang..
Graphic Designer,Graphic Designer - Intern,"EigenSol, Lahore , Pakistan","Aug 23, 2025",10K - 20K,Fresh,"أدوبي برو, Wire frames, Figma",EigenSol is offering a 3-month paid internship for passionate Graphic Designer with a primary focus on UI/UX design. The intern will be resp..
Graphic Designer,Graphic Designer,"ATCONNECTS, Faisalabad , Pakistan","Aug 31, 2025",40K - 40K,2 Years,"Color Theory, Design Principles, Layout Aesthetics, Graphic Design Software, Adobe Photoshop, Communication, Teamwork, Adobe Illustrator","We are looking for a skilled Graphic Designer with 2-3 years of experience, particularly proficient in Adobe Illustrator and Photoshop. The .."
Graphic Designer,Graphic Designer,"Paragon City (Pvt.) Ltd, Lahore , Pakistan","Aug 31, 2025",,3 Years,"Logo Design, Graphics Design, Graphics Command, Graphics Software  Command, Info Graphics, Graphic Arts","A Graphic Designer creates visual concepts by hand or with computer software to communicate ideas that inspire, inform, or captivate consume.."
Graphic Designer,Graphic Designer,"Germination, Sialkot , Pakistan","Aug 26, 2025",30K - 60K,Fresh,"Coral Draw, Adobe Photoshop, Adobe Illustrator",We are looking for the services of Graphic DesignerRelevant candidates are encouraged to apply.
Graphic Designer,Graphic Designer - Intern,"Mars Multimedia (Pvt) Ltd., Lahore , Pakistan","Aug 06, 2025",,Fresh,"Adobe Creative Suite, CorelDRAW, أدوبي برو, Adobe Photoshop","Mars Multimedia (Pvt) Ltd. is looking for motivated and creative Graphic Design Interns who have a basic understanding of Adobe Photoshop, I.."
Graphic Designer,Graphic Designer,"RSF Soft, Lahore , Pakistan","Aug 25, 2025",,3 Years,"Graphics Command, Info Graphics, 2D Graphics",We are seeking a talented and experienced Graphic Designer who excels at creating visually appealing graphics and has hands-on experience wi..
Graphic Designer,Graphic Designer,"IT Forless, Rawalpindi , Pakistan","Aug 19, 2025",150K - 175K,5 Years,,We are looking for a creative and detail-oriented Graphic Designer to join our team. The ideal candidate will have a strong portfolio showca..
Graphic Designer,,,,,,,
Graphic Designer,,,,,,,
Graphic Designer,,,,,,,
Graphic Designer,,,,,,,
Graphic Designer,,,,,,,
Graphic Designer,Graphic Designer,"Blackloom Studios, All Cities , Pakistan","Sep 03, 2025",,2 Years,"Graphic Design, Motivated, Creative",We are seeking a creative and motivated Graphic Designer to manage a variety of personal projects in a fully remote capacity. This role is i..
Graphic Designer,Graphic Designer / Video Editor,"Estate 166, Islamabad , Pakistan","Sep 03, 2025",20K - 30K,2 Years,,"We're seeking a talented and versatile Graphic Designer and Video Editor to join our team.In this role, you'll be responsible for creating c.."
Graphic Designer,Graphic Designer,"Leaders Sports, Sialkot , Pakistan","Sep 03, 2025",25K - 35K,Fresh,,We are looking for the services of Graphic DesignerRelevant candidates are encouraged to apply.
Graphic Designer,Graphic Designer,"PunjabOptics, Lahore , Pakistan","Aug 28, 2025",25K - 50K,2 Years,"Marketing Skills, Communication Skills, Motion Graphic Designs","We’re looking for passionate, driven, and talented individuals to join us as Graphic designerWhy Join Us?A collaborative and supportive work.."
Graphic Designer,Graphic Designer,"RSF Soft, Lahore , Pakistan","Sep 02, 2025",,3 Years,"Graphics Command, Info Graphics, 2D Graphics",We are seeking a talented and experienced Graphic Designer who excels at creating visually appealing graphics and has hands-on experience wi..
Graphic Designer,Graphic Designer,"Leaders Sports, Sialkot , Pakistan","Sep 04, 2025",,Fresh,"Coral Draw, Adobe Photoshop, Adobe Illustrator",We are looking for the services of a Graphic DesignerRelevant candidates are encouraged to apply.
Graphic Designer,Graphic Designer,"Chameleon Brands Logo, Faisalabad , Pakistan","Sep 03, 2025",,2 Years,"Graphic Design, Logo Design, Collaboration, Typography, Branding Materials, Visual Consistency, Project deadline management","Chameleon Brands, based in Bangalore, Karnataka, is a consumer services company specializing in innovative branding solutions. Our expert te.."
Graphic Designer,Graphic Designer,"AP Traders Pvt Ltd, Rawalpindi , Pakistan","Sep 02, 2025",,2 Years,"Adobe Photoshop, MS Office, Canva",We are looking for the services of a Graphic DesignerRelevant candidates are encouraged to apply.
Graphic Designer,Graphic Designer - Intern,"The iBOS, Karachi , Pakistan","Aug 29, 2025",20K - 20K,Fresh,"Adobe After Effects, Video Animation, Graphics Command","𝗞𝗲𝘆 𝗥𝗲𝘀𝗽𝗼𝗻𝘀𝗶𝗯𝗶𝗹𝗶𝘁𝗶𝗲𝘀:Create graphics, logos, and branding materialsDesign social media posts and marketing contentCollaborate with the team .."
Graphic Designer,Graphic Designer - Vehicle Wraps,"Horizon Tech, Karachi , Pakistan","Aug 30, 2025",100K - 150K,2 Years,"Vehicle Wraps, Adobe Illustrator, Vehicle Designs",We are looking for a highly creative and detail-oriented Graphic Designer with specialized experience in vehicle wrap design. This part-time..
Graphic Designer,Graphic Designer,"S&R Enterprise, Lahore , Pakistan","Aug 30, 2025",40K - 60K,4 Years,"Marketing Strategies, Image Editing, 2D Graphics",We are looking for a creative and detail-oriented Graphic Designer to join our team. The ideal candidate will have a strong portfolio demons..
Graphic Designer,Graphic Designer,"RSF Soft, Lahore , Pakistan","Aug 27, 2025",,3 Years,"Graphics Command, Info Graphics, 2D Graphics",We are seeking a talented and experienced Graphic Designer who excels at creating visually appealing graphics and has hands-on experience wi..
Graphic Designer,Graphic Designer,"Hex Business, Multan , Pakistan","Aug 29, 2025",,2 Years,"Graphic Design, Logo Design, Brand Development, Visual Design, Marketing Collateral, Website Design",Hex Business Solutions is a dynamic company dedicated to enhancing business operations and strengthening online presence through a wide rang..
Graphic Designer,Graphic Designer - Intern,"EigenSol, Lahore , Pakistan","Aug 23, 2025",10K - 20K,Fresh,"أدوبي برو, Wire frames, Figma",EigenSol is offering a 3-month paid internship for passionate Graphic Designer with a primary focus on UI/UX design. The intern will be resp..
Graphic Designer,Graphic Designer,"ATCONNECTS, Faisalabad , Pakistan","Aug 31, 2025",40K - 40K,2 Years,"Color Theory, Design Principles, Layout Aesthetics, Graphic Design Software, Adobe Photoshop, Communication, Teamwork, Adobe Illustrator","We are looking for a skilled Graphic Designer with 2-3 years of experience, particularly proficient in Adobe Illustrator and Photoshop. The .."
Graphic Designer,Graphic Designer,"Paragon City (Pvt.) Ltd, Lahore , Pakistan","Aug 31, 2025",,3 Years,"Logo Design, Graphics Design, Graphics Command, Graphics Software  Command, Info Graphics, Graphic Arts","A Graphic Designer creates visual concepts by hand or with computer software to communicate ideas that inspire, inform, or captivate consume.."
Graphic Designer,Graphic Designer,"Germination, Sialkot , Pakistan","Aug 26, 2025",30K - 60K,Fresh,"Coral Draw, Adobe Photoshop, Adobe Illustrator",We are looking for the services of Graphic DesignerRelevant candidates are encouraged to apply.
Graphic Designer,Graphic Designer - Intern,"Mars Multimedia (Pvt) Ltd., Lahore , Pakistan","Aug 06, 2025",,Fresh,"Adobe Creative Suite, CorelDRAW, أدوبي برو, Adobe Photoshop","Mars Multimedia (Pvt) Ltd. is looking for motivated and creative Graphic Design Interns who have a basic understanding of Adobe Photoshop, I.."
Graphic Designer,Graphic Designer,"RSF Soft, Lahore , Pakistan","Aug 25, 2025",,3 Years,"Graphics Command, Info Graphics, 2D Graphics",We are seeking a talented and experienced Graphic Designer who excels at creating visually appealing graphics and has hands-on experience wi..
Graphic Designer,Graphic Designer,"IT Forless, Rawalpindi , Pakistan","Aug 19, 2025",150K - 175K,5 Years,,We are looking for a creative and detail-oriented Graphic Designer to join our team. The ideal candidate will have a strong portfolio showca..
Police Officer,,,,,,,
Police Officer,,,,,,,
Police Officer,,,,,,,
Police Officer,,,,,,,
Police Officer,,,,,,,
Police Officer,Admin Manager,"One Machine Software, All Cities , Pakistan","Aug 13, 2025",90K - 90K,3 Years,"Communication Skills, Administrative Management, Legal Compliance, Accident Reporting and Investigation, WORD), Organizational Skills, MS Office suite (Excel, Team Leadership, Liaising with police and legal authorities, Operational process streamlining",This role is responsible for managing all administrative functions within a transport company to ensure seamless daily operations. The posit..
Police Officer,HR & Labour Supervisor,"Fulcrum Pvt, Karachi , Pakistan","Aug 23, 2025",40K - 40K,3 Years,"Documentation, Attendance Management, Communication Skills, Labour Law Compliance, Employee Discipline, Recruitment And Hiring, Payroll Processing, Problem-Solving Skills, Police Verification, HR Operations, Labour workforce management, EOBI and SESSI compliance, Coordination with government agencies, Employee welfare supervision, Workforce training and safety protocols","We are looking for a committed HR & Labour Supervisor to join our team based in Korangi Industry Area, Karachi. The successful candidate wil.."
Police Officer,,,,,,,
Police Officer,,,,,,,
Police Officer,,,,,,,
Police Officer,,,,,,,
Police Officer,,,,,,,
Police Officer,Admin Manager,"One Machine Software, All Cities , Pakistan","Aug 13, 2025",90K - 90K,3 Years,"Communication Skills, Administrative Management, Legal Compliance, Accident Reporting and Investigation, WORD), Organizational Skills, MS Office suite (Excel, Team Leadership, Liaising with police and legal authorities, Operational process streamlining",This role is responsible for managing all administrative functions within a transport company to ensure seamless daily operations. The posit..
Police Officer,HR & Labour Supervisor,"Fulcrum Pvt, Karachi , Pakistan","Aug 23, 2025",40K - 40K,3 Years,"Documentation, Attendance Management, Communication Skills, Labour Law Compliance, Employee Discipline, Recruitment And Hiring, Payroll Processing, Problem-Solving Skills, Police Verification, HR Operations, Labour workforce management, EOBI and SESSI compliance, Coordination with government agencies, Employee welfare supervision, Workforce training and safety protocols","We are looking for a committed HR & Labour Supervisor to join our team based in Korangi Industry Area, Karachi. The successful candidate wil.."
Chef,,,,,,,
Chef,,,,,,,
Chef,,,,,,,
Chef,,,,,,,
Chef,,,,,,,
Chef,Cook / Chef,"Work Together, Islamabad , Pakistan","Aug 27, 2025",40K - 45K,6 Years,"Italian Cuisine, Asian Cuisine, International Cuisines, BBQ",Key Responsibilities:Prepare and cook meals according to recipes or client requirements.Ensure the kitchen is always clean and organized.Mon..
Chef,Chef - Fast Food,"TE Connectivity, Dunyapur , Pakistan","Aug 27, 2025",,5 Years,"Food Safety, Hygiene Management, Sauce Making","We are looking for an experienced Fast Food Chef.Requirements:Must have experience in burgers, shawarma, fried chicken, broast, fries, pizza.."
Chef,Chef,"Tosta Pakistan, Lahore , Pakistan","Aug 21, 2025",35K - 50K,1 Year,,"QualificationsExperience in food preparation, cooking, and plating techniquesKnowledge of kitchen safety, hygiene practices, and health regu.."
Chef,Chef,"GEM Business Solutions, Lahore , Pakistan","Aug 20, 2025",35K - 150K,3 Years,"oogle Ads Planning, Communication Skills, Hygiene Management","The Professional Chef will be responsible for creating delicious menus, ensuring food quality, maintaining hygiene standards, and managing k.."
Chef,Chef,"Bitezilla, Islamabad , Pakistan","Aug 15, 2025",45K - 100K,3 Years,"Fast Food Knowledge, Burgers Making, Recipe Testing, Beef",We are seeking an experienced and highly skilled Chef with a strong background in fast food preparation and proven experience working in not..
Chef,Chef,"Techland Trading Est, Amman , Jordan","Aug 17, 2025",,2 Years,"Collections Handling, Food Safty, Manage Kitchen, Traditional Pakistani Dishes","We are looking to hire a skilled and passionate Pakistani Chef to join our team in [Amman, Jordan]. If you specialize in authentic Pakistani.."
Chef,Chef,"YAP PVT, Lahore , Pakistan","Aug 18, 2025",50K - 50K,2 Years,"Italian Cuisine, Menu Planning, Independent Work, Pakistani Cuisine, Food Presentation, Chinese Cuisine, Kitchen Hygiene, Supply Management",We are looking for a skilled and experienced House Chef to join a private household team. The successful candidate will be responsible for p..
Chef,Chef / Cook,"SMC Living Pvt, All Cities , Pakistan","Aug 07, 2025",25K - 25K,2 Years,"Cooking Skills, ability to work independently and in a team, Food safety standards compliance, Following recipes accurately, Ingredient quality monitoring, Kitchen workflow management",We are looking for a dedicated and skilled cook to join our energetic kitchen team. The successful candidate will excel in a fast-paced envi..
Chef,Head Chef,"Cheese Cheese, All Cities , Pakistan","Aug 08, 2025",60K - 60K,2 Years,"Communication Skills, Supplier Relationship Management, Budgeting and Cost Control, Kitchen Management, Menu Development, organizational and time-management skills, Inventory Management, Food Safety and Sanitation, Ability To Work Under Pressure, Team Leadership, Creativity in food innovation",We are seeking a passionate and experienced Head Chef to lead our kitchen team and enhance our culinary offerings. The ideal candidate will ..
Chef,Head Professional Chef,"Brewlava, All Cities , Pakistan","Aug 24, 2025",100K - 100K,2 Years,"Food Preparation, Salads, Soups, Steaks, Sandwiches, Burgers, Organizational Skills, Communication, Breakfast Dishes, Teamwork, pasta, paninis, kitchen safety standards",We are looking for a skilled and professional Chef to join our team on a full-time basis. The ideal candidate will have experience preparing..
Chef,Chef/Canteen Supervisor,"HRSG Outsourcing PvtLtd, Karachi , Pakistan","Aug 06, 2025",60K - 60K,3 Years,"Food Preparation, Health And Safety Compliance, Inventory Management, Customer Service, Kitchen operations management, Hygiene and quality standards, Staff leadership and training, Kitchen and canteen organization","We are looking for a dedicated and experienced Chef / Canteen Supervisor to join our team on a full-time, temporary basis for a 12-month con.."
Chef,OCEAN - Chef de Cuisine,"Viking, All Cities , Pakistan","Aug 12, 2025",,2 Years,"Hospitality, Passion for excellence, Stress Resistance, Empowering Team, Focus, Team Leadership, Flexibility","Viking, established in 1997, offers destination-focused voyages across oceans, rivers, and lakes worldwide. Catering to experienced traveler.."
Chef,Site Reliability Engineer,"Nobl Q, Hyderabad , Pakistan","Aug 09, 2025",25 - 25,3 Years,"GITHUB, Microsoft Azure, Configuration Management, GO, Jenkins, CI/CD, Terraform, Artifactory, Prometheus, Google Cloud Platform (GCP), Infrastructure as Code, Cloud Migration, Helm, Technical Documentation, CHEF, Cloud Automation, Github Actions, Stackdriver, Azure Monitor, Python, ServiceNow, Java, JIRA",We are looking for a talented Cloud Automation Engineer to join our Hyderabad-based team on a full-time basis. The successful candidate will..
Chef,Managed File Transfer (MFT) Engineer,"Broadridge, All Cities , Pakistan","Aug 14, 2025",,3 Years,"Windows Operating System, Shell Scripting, Splunk, Unix Operating System, Sterling file gateway, HTTPS, AWS Cloud, FTPS, Perl Scripting, Git), CHEF, Python, FTP, Sterling B2B Integrator, Sterling Secure Proxy, Automation, Managed File Transfer tools and engineering, IBM Managed File Transfer suite, Connect:Direct, Sterling External Authentication Server, Unix commands, File transfer protocols (SFTP, PGP encryption), DevOps tools (Terraform, Sterling Control Center, AXWAY",Broadridge is looking for a skilled Managed File Transfer (MFT) Engineer to join the Investor Communication Solutions (ICS) team. This role ..
Chef,,,,,,,
Chef,,,,,,,
Chef,,,,,,,
Chef,,,,,,,
Chef,,,,,,,
Chef,Cook / Chef,"Work Together, Islamabad , Pakistan","Aug 27, 2025",40K - 45K,6 Years,"Italian Cuisine, Asian Cuisine, International Cuisines, BBQ",Key Responsibilities:Prepare and cook meals according to recipes or client requirements.Ensure the kitchen is always clean and organized.Mon..
Chef,Chef - Fast Food,"TE Connectivity, Dunyapur , Pakistan","Aug 27, 2025",,5 Years,"Food Safety, Hygiene Management, Sauce Making","We are looking for an experienced Fast Food Chef.Requirements:Must have experience in burgers, shawarma, fried chicken, broast, fries, pizza.."
Chef,Chef,"Tosta Pakistan, Lahore , Pakistan","Aug 21, 2025",35K - 50K,1 Year,,"QualificationsExperience in food preparation, cooking, and plating techniquesKnowledge of kitchen safety, hygiene practices, and health regu.."
Chef,Chef,"GEM Business Solutions, Lahore , Pakistan","Aug 20, 2025",35K - 150K,3 Years,"oogle Ads Planning, Communication Skills, Hygiene Management","The Professional Chef will be responsible for creating delicious menus, ensuring food quality, maintaining hygiene standards, and managing k.."
Chef,Chef,"Bitezilla, Islamabad , Pakistan","Aug 15, 2025",45K - 100K,3 Years,"Fast Food Knowledge, Burgers Making, Recipe Testing, Beef",We are seeking an experienced and highly skilled Chef with a strong background in fast food preparation and proven experience working in not..
Chef,Chef,"Techland Trading Est, Amman , Jordan","Aug 17, 2025",,2 Years,"Collections Handling, Food Safty, Manage Kitchen, Traditional Pakistani Dishes","We are looking to hire a skilled and passionate Pakistani Chef to join our team in [Amman, Jordan]. If you specialize in authentic Pakistani.."
Chef,Chef,"YAP PVT, Lahore , Pakistan","Aug 18, 2025",50K - 50K,2 Years,"Italian Cuisine, Menu Planning, Independent Work, Pakistani Cuisine, Food Presentation, Chinese Cuisine, Kitchen Hygiene, Supply Management",We are looking for a skilled and experienced House Chef to join a private household team. The successful candidate will be responsible for p..
Chef,Chef / Cook,"SMC Living Pvt, All Cities , Pakistan","Aug 07, 2025",25K - 25K,2 Years,"Cooking Skills, ability to work independently and in a team, Food safety standards compliance, Following recipes accurately, Ingredient quality monitoring, Kitchen workflow management",We are looking for a dedicated and skilled cook to join our energetic kitchen team. The successful candidate will excel in a fast-paced envi..
Chef,Head Chef,"Cheese Cheese, All Cities , Pakistan","Aug 08, 2025",60K - 60K,2 Years,"Communication Skills, Supplier Relationship Management, Budgeting and Cost Control, Kitchen Management, Menu Development, organizational and time-management skills, Inventory Management, Food Safety and Sanitation, Ability To Work Under Pressure, Team Leadership, Creativity in food innovation",We are seeking a passionate and experienced Head Chef to lead our kitchen team and enhance our culinary offerings. The ideal candidate will ..
Chef,Head Professional Chef,"Brewlava, All Cities , Pakistan","Aug 24, 2025",100K - 100K,2 Years,"Food Preparation, Salads, Soups, Steaks, Sandwiches, Burgers, Organizational Skills, Communication, Breakfast Dishes, Teamwork, pasta, paninis, kitchen safety standards",We are looking for a skilled and professional Chef to join our team on a full-time basis. The ideal candidate will have experience preparing..
Chef,Chef/Canteen Supervisor,"HRSG Outsourcing PvtLtd, Karachi , Pakistan","Aug 06, 2025",60K - 60K,3 Years,"Food Preparation, Health And Safety Compliance, Inventory Management, Customer Service, Kitchen operations management, Hygiene and quality standards, Staff leadership and training, Kitchen and canteen organization","We are looking for a dedicated and experienced Chef / Canteen Supervisor to join our team on a full-time, temporary basis for a 12-month con.."
Chef,OCEAN - Chef de Cuisine,"Viking, All Cities , Pakistan","Aug 12, 2025",,2 Years,"Hospitality, Passion for excellence, Stress Resistance, Empowering Team, Focus, Team Leadership, Flexibility","Viking, established in 1997, offers destination-focused voyages across oceans, rivers, and lakes worldwide. Catering to experienced traveler.."
Chef,Site Reliability Engineer,"Nobl Q, Hyderabad , Pakistan","Aug 09, 2025",25 - 25,3 Years,"GITHUB, Microsoft Azure, Configuration Management, GO, Jenkins, CI/CD, Terraform, Artifactory, Prometheus, Google Cloud Platform (GCP), Infrastructure as Code, Cloud Migration, Helm, Technical Documentation, CHEF, Cloud Automation, Github Actions, Stackdriver, Azure Monitor, Python, ServiceNow, Java, JIRA",We are looking for a talented Cloud Automation Engineer to join our Hyderabad-based team on a full-time basis. The successful candidate will..
Chef,Managed File Transfer (MFT) Engineer,"Broadridge, All Cities , Pakistan","Aug 14, 2025",,3 Years,"Windows Operating System, Shell Scripting, Splunk, Unix Operating System, Sterling file gateway, HTTPS, AWS Cloud, FTPS, Perl Scripting, Git), CHEF, Python, FTP, Sterling B2B Integrator, Sterling Secure Proxy, Automation, Managed File Transfer tools and engineering, IBM Managed File Transfer suite, Connect:Direct, Sterling External Authentication Server, Unix commands, File transfer protocols (SFTP, PGP encryption), DevOps tools (Terraform, Sterling Control Center, AXWAY",Broadridge is looking for a skilled Managed File Transfer (MFT) Engineer to join the Investor Communication Solutions (ICS) team. This role ..
Civil Engineer,,,,,,,
Civil Engineer,,,,,,,
Civil Engineer,,,,,,,
Civil Engineer,,,,,,,
Civil Engineer,,,,,,,
Civil Engineer,Civil Engineer,"Jazac Group of Companies, Lahore , Pakistan","Sep 01, 2025",,3 Years,"Engineering Drawings, Civil Design Knowledge, Civil Procedures, Structural Engineering, Civil Drafting Knowledge, Engineering Analysis, Architectural Engineering, Civil Affairs Handling, Building Engineering, Civil Supervision","Position Title: Civil Engineer Department: Engineering / Construction  
Job Summary:
We are seeking a skilled and detail-oriented Civil Engi.."
Civil Engineer,Civil Engineer,"Carryfor Pharmaceutical Pvt ltd, Karachi , Pakistan","Aug 23, 2025",,3 Years,"Civil Design Knowledge, Civil Drafting Knowledge, Civil Supervision","Responsibilities:Lead and execute projects within your engineering discipline.Ensure compliance with industry standards, safety, and quality.."
Civil Engineer,Civil Engineer,"Confidential, Lahore , Pakistan","Aug 25, 2025",,2 Years,"Structural Analysis, AutoCad, Project Management","Assist Unit Head GSD in End-to-end management of bank properties construction, repair and maintenance works including renovation & relocatio.."
Civil Engineer,Civil Engineer - Intern,"G4S Digital Solution, Lahore , Pakistan","Aug 20, 2025",,Fresh,"AutoCAD 2D, Autocad 3D Command, Plan Swift","Key Responsibilities


Support engineers with site surveys, calculations, and drafting


Assist with construction documentation and project .."
Civil Engineer,Civil Engineer,"Al-Shifa Trust Eye Hospital, Lahore , Pakistan","Aug 16, 2025",,3 Years,"Civil Design Knowledge, Construction Cost Control, Construction Budgeting","Civil Engineer is responsible for overseeing construction projects, managing teams, ensuring compliance with engineering standards, and meet.."
Civil Engineer,Civil Engineer,"MEFCON Enterprises (Pvt.) Ltd., Rawalpindi , Pakistan","Aug 13, 2025",,3 Years,"Civil Design Knowledge, Civil Drafting Knowledge, Digital Project Management, MS Excel",Key Responsibilities include:Supervision of operation and maintenance activities for civil infrastructure.Coordination with teams for preven..
Civil Engineer,Civil Engineer,"S Zia Ul Haq Sons Pvt, Karachi , Pakistan","Aug 12, 2025",,5 Years,,"S. Zia-Ul-Haq & Sons is looking for a qualified Civil Engineer to join their team on a one-year contract, with the possibility of extension .."
Civil Engineer,Civil Engineer,"AEG Consulting, All Cities , Pakistan","Aug 08, 2025",50K - 50K,3 Years,"Construction Project Management, Communication Skills, Report Preparation, Site Inspections, Team Collaboration, Problem-Solving",We are looking for a dedicated Resident Civil Engineer with 3 to 4 years of experience to join our team. This role offers the opportunity to..
Civil Engineer,Junior Civil Engineer,"Mirabella Ventures Pvt Ltd, Islamabad , Pakistan","Aug 28, 2025",40K - 50K,Fresh,"Civil Supervistion, Civil Design Knowledge, Structural Engineering",Civil Engineer - Construction and StructureBachelor's degree in Civil Engineer(Preferably with focus on structural engineering)2+ years of ..
Civil Engineer,Civil Engineer,"Dost Solutions, All Cities , Pakistan","Aug 08, 2025",190K - 190K,2 Years,"MicroStation, Project Coordination and Management, Excellent Time Management, AutoCAD Civil 3d, Excellent Communication Skills, Strong Analytical and Critical Thinking Skills, Leadership Abilities, Extensive industry knowledge in civil engineering, Strong expertise in mathematics and physics, Creativity and innovation in engineering, Proficiency with Autodesk, Knowledge of map creation and photo imaging, High accuracy in calculations and design work",We are looking for a highly skilled and motivated civil engineer with extensive industry experience to join our team. The role involves a ba..
Civil Engineer,Civil Structural Engineer,"Shaheen Steel Industries, Quetta , Pakistan","Aug 22, 2025",,2 Years,,"Shaheen Steel Industries Quetta (Pvt) Limited, a leading steel rebar manufacturer in Pakistan, is seeking qualified professionals to join it.."
Civil Engineer,Civil Engineer,"Falaknaz Group, All Cities , Pakistan","Aug 18, 2025",100K - 100K,6 Years,"Strong technical knowledge, Effective Communication, Problem-Solving, Leadership Capabilities, Proficiency In AutoCAD, Quality Assurance and Compliance, Hands-on experience in managing large-scale, Planning and designing construction projects, Supervising construction activities, Preparing Bills of Quantities (BOQs), Project reporting and technical documentation, Coordination with architects and contractors, Mentorship and team leadership, Knowledge of design principles and structural, Modern construction practices, Proficiency in MS Project","Falaknaz Group of Companies, a prominent leader in the real estate, construction, and development sector, is seeking a highly skilled Civil .."
